chrom	strand	start	end	gid	gname	overlapped	species	assembly
chr3	-	96190225	96201285	ENSMUSG00000015947	Fcgr1	false	mouse	GRCm39
chr3	+	96252603	96265796	ENSMUSG00000097851	Platr30	false	mouse	GRCm39
chr3	-	96255943	96264410	ENSMUSG00000097807	Gm26553	false	mouse	GRCm39
chr3	-	96308466	96309330	ENSMUSG00000097539	4930477E14Rik	false	mouse	GRCm39
chr3	+	96309697	96310264	ENSMUSG00000097299	Gm26654	false	mouse	GRCm39
chr3	-	96321753	96322149	ENSMUSG00000118406	Terc	false	mouse	GRCm39
chr3	-	96341104	96359622	ENSMUSG00000046317	BC107364	false	mouse	GRCm39
chr3	+	96365525	96377972	ENSMUSG00000106429	Gm10685	false	mouse	GRCm39
chr3	+	96432488	96436526	ENSMUSG00000038403	Hjv	false	mouse	GRCm39
chr3	-	96463071	96474117	ENSMUSG00000074398	Gm15441	false	mouse	GRCm39
chr3	+	96465273	96469199	ENSMUSG00000038393	Txnip	false	mouse	GRCm39
chr3	+	96484300	96487979	ENSMUSG00000087610	Gm16253	false	mouse	GRCm39
chr3	-	96485188	96501504	ENSMUSG00000028104	Polr3gl	false	mouse	GRCm39
chr3	+	96503952	96507091	ENSMUSG00000049097	Ankrd34a	false	mouse	GRCm39
chr3	+	96508465	96533487	ENSMUSG00000049288	Lix1l	false	mouse	GRCm39
chr3	+	96537249	96541107	ENSMUSG00000038374	Rbm8a	false	mouse	GRCm39
chr3	+	96542692	96552682	ENSMUSG00000028102	Pex11b	false	mouse	GRCm39
chr3	+	96552900	96571835	ENSMUSG00000090210	Itga10	false	mouse	GRCm39
chr3	+	96577447	96598348	ENSMUSG00000038354	Ankrd35	false	mouse	GRCm39
chr3	+	96603700	96613386	ENSMUSG00000028101	Pias3	false	mouse	GRCm39
chr3	-	96613383	96615878	ENSMUSG00000028100	Nudt17	false	mouse	GRCm39
chr3	-	96618806	96634958	ENSMUSG00000028099	Polr3c	false	mouse	GRCm39
chr3	+	96634839	96698954	ENSMUSG00000028098	Rnf115	false	mouse	GRCm39
chr3	-	96706079	96736667	ENSMUSG00000038304	Cd160	false	mouse	GRCm39
chr3	+	96736600	96778242	ENSMUSG00000038298	Pdzk1	false	mouse	GRCm39
chr3	-	96737142	96739412	ENSMUSG00000087223	4930442L01Rik	false	mouse	GRCm39
chr3	-	96775597	96812662	ENSMUSG00000028096	Gpr89	false	mouse	GRCm39
chr3	+	96812009	96984732	ENSMUSG00000057123	Gja5	false	mouse	GRCm39
chr3	-	96820882	96833336	ENSMUSG00000049908	Gja8	false	mouse	GRCm39
chr3	-	96906038	96908087	ENSMUSG00000105385	9230114J08Rik	false	mouse	GRCm39
chr3	-	96953972	97000101	ENSMUSG00000104766	4930573H18Rik	false	mouse	GRCm39
chr3	+	97066093	97084615	ENSMUSG00000028093	Acp6	false	mouse	GRCm39
chr3	-	97110978	97205543	ENSMUSG00000038256	Bcl9	false	mouse	GRCm39
chr3	-	97314766	97329336	ENSMUSG00000051392	Or13l2	false	mouse	GRCm39
chr3	-	97468058	97517519	ENSMUSG00000028089	Chd1l	false	mouse	GRCm39
chr3	+	97536120	97562598	ENSMUSG00000028088	Fmo5	false	mouse	GRCm39
chr3	+	97565509	97581128	ENSMUSG00000038205	Prkab2	false	mouse	GRCm39
chr3	-	97597140	97796023	ENSMUSG00000038170	Pde4dip	false	mouse	GRCm39
chr3	+	97637655	97643482	ENSMUSG00000105245	Gm31305	false	mouse	GRCm39
chr3	-	97799547	97808405	ENSMUSG00000086557	Gm15999	false	mouse	GRCm39
chr3	+	97808506	97830592	ENSMUSG00000027879	Sec22b	false	mouse	GRCm39
chr3	+	97837489	97874336	ENSMUSG00000074388	Gm5544	false	mouse	GRCm39
chr3	-	97838364	97839026	ENSMUSG00000120205	Gm56776	false	mouse	GRCm39
chr3	+	97920843	98057677	ENSMUSG00000027878	Notch2	false	mouse	GRCm39
chr3	+	98067946	98071485	ENSMUSG00000043468	Adam30	false	mouse	GRCm39
chr3	+	98129472	98144064	ENSMUSG00000027876	Reg4	false	mouse	GRCm39
chr3	+	98187751	98218054	ENSMUSG00000027875	Hmgcs2	false	mouse	GRCm39
chr3	+	98194304	98197372	ENSMUSG00000105909	Gm43189	false	mouse	GRCm39
chr3	-	98220486	98247306	ENSMUSG00000053398	Phgdh	false	mouse	GRCm39
chr3	-	98286544	98289727	ENSMUSG00000120153	Gm56804	false	mouse	GRCm39
chr3	+	98289777	98661128	ENSMUSG00000050064	Zfp697	false	mouse	GRCm39
chr3	-	98352991	98364442	ENSMUSG00000090817	Hsd3b9	false	mouse	GRCm39
chr3	-	98354514	98356292	ENSMUSG00000106107	Gm43190	false	mouse	GRCm39
chr3	-	98406387	98417830	ENSMUSG00000095143	Hsd3b4	false	mouse	GRCm39
chr3	-	98459858	98496123	ENSMUSG00000095388	Hsd3b8	false	mouse	GRCm39
chr3	-	98525950	98537568	ENSMUSG00000038092	Hsd3b5	false	mouse	GRCm39
chr3	-	98616571	98631859	ENSMUSG00000063730	Hsd3b2	false	mouse	GRCm39
chr3	-	98648839	98670443	ENSMUSG00000062410	Hsd3b3	false	mouse	GRCm39
chr3	-	98712820	98721759	ENSMUSG00000027869	Hsd3b6	false	mouse	GRCm39
chr3	-	98759510	98767110	ENSMUSG00000027871	Hsd3b1	false	mouse	GRCm39
chr3	-	98781837	98800555	ENSMUSG00000027870	Hao2	false	mouse	GRCm39
chr3	-	98844965	98848572	ENSMUSG00000085121	5730437C11Rik	false	mouse	GRCm39
chr3	+	98957138	98961060	ENSMUSG00000086833	Gm12440	false	mouse	GRCm39
chr3	+	99048384	99146502	ENSMUSG00000004233	Wars2	false	mouse	GRCm39
chr3	+	99048403	99060695	ENSMUSG00000105472	Gm43024	false	mouse	GRCm39
chr3	+	99113738	99117200	ENSMUSG00000106197	Gm42717	false	mouse	GRCm39
chr3	+	99147697	99261575	ENSMUSG00000027868	Tbx15	false	mouse	GRCm39
chr3	-	99162014	99168601	ENSMUSG00000105689	Gm43120	false	mouse	GRCm39
chr3	+	99792722	100050638	ENSMUSG00000027867	Spag17	false	mouse	GRCm39
chr3	-	100008000	100014211	ENSMUSG00000085244	Spag17os	false	mouse	GRCm39
chr3	-	100045496	100069723	ENSMUSG00000033285	Wdr3	false	mouse	GRCm39
chr3	+	100069697	100114297	ENSMUSG00000027865	Gdap2	false	mouse	GRCm39
chr3	+	100333721	100345070	ENSMUSG00000086923	4930406D18Rik	false	mouse	GRCm39
chr3	+	100345150	100346454	ENSMUSG00000106639	Gm43121	false	mouse	GRCm39
chr3	-	100358944	100396640	ENSMUSG00000044468	Tent5c	false	mouse	GRCm39
chr3	+	100396805	100431236	ENSMUSG00000053957	Gm12474	false	mouse	GRCm39
chr3	+	100404745	100407441	ENSMUSG00000104943	Gm42868	false	mouse	GRCm39
chr3	-	100469524	100592878	ENSMUSG00000008763	Man1a2	false	mouse	GRCm39
chr3	-	100489630	100494843	ENSMUSG00000105824	Gm43466	false	mouse	GRCm39
chr3	-	100532218	100534338	ENSMUSG00000105137	Gm42869	false	mouse	GRCm39
chr3	-	100534613	100538260	ENSMUSG00000105561	Gm43462	false	mouse	GRCm39
chr3	-	100585608	100587410	ENSMUSG00000106184	Gm43463	false	mouse	GRCm39
chr3	+	100600022	100607400	ENSMUSG00000106227	Gm43464	false	mouse	GRCm39
chr3	+	100693044	100693808	ENSMUSG00000120363	Gm56814	false	mouse	GRCm39
chr3	+	100732775	100804238	ENSMUSG00000051076	Vtcn1	false	mouse	GRCm39
chr3	+	100829518	100844236	ENSMUSG00000033233	Trim45	false	mouse	GRCm39
chr3	-	100846176	100877020	ENSMUSG00000033222	Ttf2	false	mouse	GRCm39
chr3	-	100900845	100936872	ENSMUSG00000086564	Cd101	false	mouse	GRCm39
chr3	-	100947548	101017594	ENSMUSG00000027864	Ptgfrn	false	mouse	GRCm39
chr3	-	100991908	100994709	ENSMUSG00000105717	Gm43465	false	mouse	GRCm39
chr3	-	101183215	101195255	ENSMUSG00000027863	Cd2	false	mouse	GRCm39
chr3	-	101197785	101203929	ENSMUSG00000120088	Gm32803	false	mouse	GRCm39
chr3	+	101284312	101370375	ENSMUSG00000042035	Igsf3	false	mouse	GRCm39
chr3	+	101315109	101317313	ENSMUSG00000104639	Gm42939	false	mouse	GRCm39
chr3	+	101318855	101319926	ENSMUSG00000105611	Gm42938	false	mouse	GRCm39
chr3	-	101331931	101334252	ENSMUSG00000106137	Gm42538	false	mouse	GRCm39
chr3	-	101483535	101512000	ENSMUSG00000033161	Atp1a1	false	mouse	GRCm39
chr3	-	101487620	101488371	ENSMUSG00000104737	Gm42937	false	mouse	GRCm39
chr3	-	101503126	101504446	ENSMUSG00000104693	Gm42941	false	mouse	GRCm39
chr3	+	101599105	101606948	ENSMUSG00000106070	Gm43135	false	mouse	GRCm39
chr3	+	101655440	101657325	ENSMUSG00000105642	Gm43134	false	mouse	GRCm39
chr3	-	101720392	101756275	ENSMUSG00000044313	Mab21l3	false	mouse	GRCm39
chr3	-	101763092	101831769	ENSMUSG00000033147	Slc22a15	false	mouse	GRCm39
chr3	+	101917392	101922808	ENSMUSG00000048540	Nhlh2	false	mouse	GRCm39
chr3	+	101993731	102053830	ENSMUSG00000027861	Casq2	false	mouse	GRCm39
chr3	+	102037254	102038538	ENSMUSG00000105342	Gm43244	false	mouse	GRCm39
chr3	+	102041931	102044812	ENSMUSG00000106296	4632404M16Rik	false	mouse	GRCm39
chr3	-	102060899	102112009	ENSMUSG00000027860	Vangl1	false	mouse	GRCm39
chr3	+	102111272	102113582	ENSMUSG00000089916	Gm16160	false	mouse	GRCm39
chr3	+	102156985	102157581	ENSMUSG00000105151	Gm43241	false	mouse	GRCm39
chr3	+	102169714	102352448	ENSMUSG00000105891	A230001M10Rik	false	mouse	GRCm39
chr3	+	102276478	102278253	ENSMUSG00000105966	Gm43242	false	mouse	GRCm39
chr3	+	102377235	102428329	ENSMUSG00000027859	Ngf	false	mouse	GRCm39
chr3	+	102398658	102401563	ENSMUSG00000106121	Gm42679	false	mouse	GRCm39
chr3	+	102506689	102508909	ENSMUSG00000104619	Gm42678	false	mouse	GRCm39
chr3	+	102621568	102622832	ENSMUSG00000105570	Gm42682	false	mouse	GRCm39
chr3	-	102627547	102642733	ENSMUSG00000086745	Tspan2os	false	mouse	GRCm39
chr3	+	102641845	102708829	ENSMUSG00000027858	Tspan2	false	mouse	GRCm39
chr3	-	102682781	102690034	ENSMUSG00000027857	Tshb	false	mouse	GRCm39
chr3	-	102690495	102692105	ENSMUSG00000105855	Gm42681	false	mouse	GRCm39
chr3	-	102725815	102843416	ENSMUSG00000027855	Sycp1	false	mouse	GRCm39
chr3	-	102846974	102871449	ENSMUSG00000048938	Nr1h5	false	mouse	GRCm39
chr3	+	102903024	102915775	ENSMUSG00000027854	Sike1	false	mouse	GRCm39
chr3	+	102927742	102965502	ENSMUSG00000068823	Csde1	false	mouse	GRCm39
chr3	+	102965601	102975230	ENSMUSG00000027852	Nras	false	mouse	GRCm39
chr3	+	102978490	102979808	ENSMUSG00000104671	Gm43062	false	mouse	GRCm39
chr3	+	102981330	103007036	ENSMUSG00000070385	Ampd1	false	mouse	GRCm39
chr3	+	103004062	103005142	ENSMUSG00000105731	Gm43063	false	mouse	GRCm39
chr3	+	103009920	103077085	ENSMUSG00000007379	Dennd2c	false	mouse	GRCm39
chr3	+	103078971	103086482	ENSMUSG00000005687	Bcas2	false	mouse	GRCm39
chr3	+	103186609	103266091	ENSMUSG00000033014	Trim33	false	mouse	GRCm39
chr3	+	103239459	103241699	ENSMUSG00000104925	Gm43061	false	mouse	GRCm39
chr3	+	103482547	103552885	ENSMUSG00000027849	Syt6	false	mouse	GRCm39
chr3	+	103509259	103510518	ENSMUSG00000104764	Gm43066	false	mouse	GRCm39
chr3	-	103551270	103553384	ENSMUSG00000087119	Atg4a-ps	false	mouse	GRCm39
chr3	-	103629538	103645317	ENSMUSG00000027848	Olfml3	false	mouse	GRCm39
chr3	-	103647131	103698879	ENSMUSG00000008730	Hipk1	false	mouse	GRCm39
chr3	-	103673011	103674432	ENSMUSG00000105229	Gm43149	false	mouse	GRCm39
chr3	+	103679268	103696718	ENSMUSG00000085754	Gm15886	false	mouse	GRCm39
chr3	-	103689230	103690295	ENSMUSG00000104874	Gm43387	false	mouse	GRCm39
chr3	-	103707921	103716760	ENSMUSG00000027845	Dclre1b	false	mouse	GRCm39
chr3	+	103710445	103715755	ENSMUSG00000084997	Gm15471	false	mouse	GRCm39
chr3	+	103716836	103729341	ENSMUSG00000032952	Ap4b1	false	mouse	GRCm39
chr3	+	103739917	103761934	ENSMUSG00000044165	Bcl2l15	false	mouse	GRCm39
chr3	+	103767111	103819563	ENSMUSG00000027843	Ptpn22	false	mouse	GRCm39
chr3	+	103770482	103771739	ENSMUSG00000084760	Gm15472	false	mouse	GRCm39
chr3	+	103772022	103774113	ENSMUSG00000105986	Gm43065	false	mouse	GRCm39
chr3	+	103821436	103873952	ENSMUSG00000044098	Rsbn1	false	mouse	GRCm39
chr3	-	103871852	103875897	ENSMUSG00000089998	Phtf1os	false	mouse	GRCm39
chr3	+	103875426	103931914	ENSMUSG00000058388	Phtf1	false	mouse	GRCm39
chr3	-	103920575	104127690	ENSMUSG00000052539	Magi3	false	mouse	GRCm39
chr3	-	103964316	103965457	ENSMUSG00000104721	Gm42696	false	mouse	GRCm39
chr3	-	103985751	103986818	ENSMUSG00000106371	9530097N15Rik	false	mouse	GRCm39
chr3	-	104002760	104005196	ENSMUSG00000105148	Gm42700	false	mouse	GRCm39
chr3	-	104021355	104023011	ENSMUSG00000105083	Gm42699	false	mouse	GRCm39
chr3	-	104043101	104047317	ENSMUSG00000106443	Gm42702	false	mouse	GRCm39
chr3	-	104051515	104053171	ENSMUSG00000104583	Gm42701	false	mouse	GRCm39
chr3	-	104057072	104059021	ENSMUSG00000105846	Gm43258	false	mouse	GRCm39
chr3	-	104062849	104063564	ENSMUSG00000106063	C030032O16Rik	false	mouse	GRCm39
chr3	-	104071240	104074516	ENSMUSG00000106432	Gm43259	false	mouse	GRCm39
chr3	-	104087928	104090357	ENSMUSG00000105933	Gm43260	false	mouse	GRCm39
chr3	-	104094419	104097509	ENSMUSG00000105818	Gm43256	false	mouse	GRCm39
chr3	+	104128143	104129397	ENSMUSG00000120952	2010002M09Rik	false	mouse	GRCm39
chr3	-	104257951	104273929	ENSMUSG00000022187	Gm5546	false	mouse	GRCm39
chr3	-	104303734	104419234	ENSMUSG00000032913	Lrig2	false	mouse	GRCm39
chr3	+	104316477	104324851	ENSMUSG00000104768	Gm38412	false	mouse	GRCm39
chr3	-	104377976	104384046	ENSMUSG00000105304	Gm43696	false	mouse	GRCm39
chr3	-	104406636	104408923	ENSMUSG00000104973	A530041M06Rik	false	mouse	GRCm39
chr3	-	104417415	104418629	ENSMUSG00000105659	4930509H03Rik	false	mouse	GRCm39
chr3	+	104545984	104565778	ENSMUSG00000032902	Slc16a1	false	mouse	GRCm39
chr3	+	104550310	104553173	ENSMUSG00000105199	Gm43581	false	mouse	GRCm39
chr3	+	104553557	104554959	ENSMUSG00000106287	Gm43585	false	mouse	GRCm39
chr3	-	104568659	104571455	ENSMUSG00000100188	Gm29561	false	mouse	GRCm39
chr3	-	104674722	104689156	ENSMUSG00000055865	Tafa3	false	mouse	GRCm39
chr3	+	104688372	104693334	ENSMUSG00000002228	Ppm1j	false	mouse	GRCm39
chr3	+	104695691	104701775	ENSMUSG00000002233	Rhoc	false	mouse	GRCm39
chr3	-	104702152	104725879	ENSMUSG00000002227	Mov10	false	mouse	GRCm39
chr3	-	104730095	104771821	ENSMUSG00000070372	Capza1	false	mouse	GRCm39
chr3	-	104733646	104735220	ENSMUSG00000106251	Gm42658	false	mouse	GRCm39
chr3	-	104743746	104745499	ENSMUSG00000105655	Gm42659	false	mouse	GRCm39
chr3	+	104771321	104837380	ENSMUSG00000045576	St7l	false	mouse	GRCm39
chr3	+	104836560	104925076	ENSMUSG00000105355	Gm40117	false	mouse	GRCm39
chr3	-	104852588	104869237	ENSMUSG00000027840	Wnt2b	false	mouse	GRCm39
chr3	-	104864758	104865689	ENSMUSG00000105925	Gm43846	false	mouse	GRCm39
chr3	-	104909231	104960462	ENSMUSG00000062127	Cttnbp2nl	false	mouse	GRCm39
chr3	+	104974160	104986122	ENSMUSG00000051788	4930564D02Rik	false	mouse	GRCm39
chr3	-	105348911	105360271	ENSMUSG00000074346	Kcnd3os	false	mouse	GRCm39
chr3	+	105359427	105581318	ENSMUSG00000040896	Kcnd3	false	mouse	GRCm39
chr3	+	105410223	105412162	ENSMUSG00000105753	Gm43847	false	mouse	GRCm39
chr3	-	105585586	105594890	ENSMUSG00000027905	Ddx20	false	mouse	GRCm39
chr3	+	105611915	105628158	ENSMUSG00000048458	Inka2	false	mouse	GRCm39
chr3	-	105633217	105634463	ENSMUSG00000106317	Gm43848	false	mouse	GRCm39
chr3	-	105634583	105708652	ENSMUSG00000068798	Rap1a	false	mouse	GRCm39
chr3	-	105639760	105641193	ENSMUSG00000105677	Gm43328	false	mouse	GRCm39
chr3	-	105674282	105677513	ENSMUSG00000105842	Gm43329	false	mouse	GRCm39
chr3	-	105690191	105692343	ENSMUSG00000106341	Gm43330	false	mouse	GRCm39
chr3	-	105694949	105696637	ENSMUSG00000104910	Gm43331	false	mouse	GRCm39
chr3	+	105722842	105724675	ENSMUSG00000104835	Gm5547	false	mouse	GRCm39
chr3	-	105729067	105733167	ENSMUSG00000120730	Gm56794	false	mouse	GRCm39
chr3	+	105778174	105816242	ENSMUSG00000000562	Adora3	false	mouse	GRCm39
chr3	+	105778219	105831358	ENSMUSG00000074344	Tmigd3	false	mouse	GRCm39
chr3	-	105831674	105839980	ENSMUSG00000074342	I830077J02Rik	false	mouse	GRCm39
chr3	-	105850014	105867415	ENSMUSG00000000563	Atp5pb	false	mouse	GRCm39
chr3	+	105866685	105877353	ENSMUSG00000000561	Wdr77	false	mouse	GRCm39
chr3	+	105881027	105894739	ENSMUSG00000074340	Ovgp1	false	mouse	GRCm39
chr3	-	105904273	105921962	ENSMUSG00000010136	Pifo	false	mouse	GRCm39
chr3	+	105908877	105924855	ENSMUSG00000106093	Gm42722	false	mouse	GRCm39
chr3	-	105915181	105916703	ENSMUSG00000104592	Gm42721	false	mouse	GRCm39
chr3	-	105924235	105940130	ENSMUSG00000043873	Chil5	false	mouse	GRCm39
chr3	+	106020545	106039436	ENSMUSG00000062778	Chia1	false	mouse	GRCm39
chr3	-	106054870	106074880	ENSMUSG00000040809	Chil3	false	mouse	GRCm39
chr3	-	106108806	106126823	ENSMUSG00000063779	Chil4	false	mouse	GRCm39
chr3	-	106294700	106313498	ENSMUSG00000027902	Chil6	false	mouse	GRCm39
chr3	-	106389298	106393229	ENSMUSG00000091575	2010016I18Rik	false	mouse	GRCm39
chr3	+	106389721	106410346	ENSMUSG00000027901	Dennd2d	false	mouse	GRCm39
chr3	-	106409576	106455118	ENSMUSG00000040774	Cept1	false	mouse	GRCm39
chr3	+	106455114	106483206	ENSMUSG00000027900	Dram2	false	mouse	GRCm39
chr3	-	106534373	106592235	ENSMUSG00000120716	Gm56790	false	mouse	GRCm39
chr3	+	106592303	106643893	ENSMUSG00000056260	Lrif1	false	mouse	GRCm39
chr3	-	106667237	106697465	ENSMUSG00000040747	Cd53	false	mouse	GRCm39
chr3	-	106727801	106733603	ENSMUSG00000043529	Or11i1	false	mouse	GRCm39
chr3	-	106734623	106786677	ENSMUSG00000105102	Gm35507	false	mouse	GRCm39
chr3	-	106841698	107001210	ENSMUSG00000098108	Gm27008	false	mouse	GRCm39
chr3	+	106943485	106945386	ENSMUSG00000047959	Kcna3	false	mouse	GRCm39
chr3	-	106944863	106945624	ENSMUSG00000120721	Gm56792	false	mouse	GRCm39
chr3	+	106946820	106961663	ENSMUSG00000056145	AI504432	false	mouse	GRCm39
chr3	+	106998192	107005801	ENSMUSG00000050179	A930002I21Rik	false	mouse	GRCm39
chr3	+	107008462	107022321	ENSMUSG00000040724	Kcna2	false	mouse	GRCm39
chr3	+	107090372	107103037	ENSMUSG00000042861	Kcna10	false	mouse	GRCm39
chr3	-	107118609	107129048	ENSMUSG00000046213	Cym	false	mouse	GRCm39
chr3	+	107137930	107142039	ENSMUSG00000094613	A630076J17Rik	false	mouse	GRCm39
chr3	-	107140113	107147023	ENSMUSG00000070368	Prok1	false	mouse	GRCm39
chr3	+	107186174	107191398	ENSMUSG00000087260	Lamtor5	false	mouse	GRCm39
chr3	+	107198546	107219431	ENSMUSG00000027896	Slc16a4	false	mouse	GRCm39
chr3	-	107232737	107240989	ENSMUSG00000048109	Rbm15	false	mouse	GRCm39
chr3	-	107345619	107366868	ENSMUSG00000027895	Kcnc4	false	mouse	GRCm39
chr3	-	107374859	107425334	ENSMUSG00000027894	Slc6a17	false	mouse	GRCm39
chr3	-	107461003	107462389	ENSMUSG00000055891	Ubl4b	false	mouse	GRCm39
chr3	+	107502347	107513092	ENSMUSG00000014603	Alx3	false	mouse	GRCm39
chr3	-	107519848	107539010	ENSMUSG00000014601	Strip1	false	mouse	GRCm39
chr3	+	107539170	107542017	ENSMUSG00000078604	Gm10961	false	mouse	GRCm39
chr3	-	107570434	107603876	ENSMUSG00000027893	Ahcyl1	false	mouse	GRCm39
chr3	-	107648364	107667785	ENSMUSG00000014599	Csf1	false	mouse	GRCm39
chr3	-	107727537	107740855	ENSMUSG00000106426	Gm36211	false	mouse	GRCm39
chr3	+	107784545	107800216	ENSMUSG00000040600	Eps8l3	false	mouse	GRCm39
chr3	-	107796166	107803529	ENSMUSG00000086968	4933431E20Rik	false	mouse	GRCm39
chr3	+	107803137	107806002	ENSMUSG00000004032	Gstm5	false	mouse	GRCm39
chr3	-	107833650	107839194	ENSMUSG00000004035	Gstm7	false	mouse	GRCm39
chr3	-	107846163	107851065	ENSMUSG00000068762	Gstm6	false	mouse	GRCm39
chr3	-	107871012	107876599	ENSMUSG00000004038	Gstm3	false	mouse	GRCm39
chr3	-	107889018	107893769	ENSMUSG00000040562	Gstm2	false	mouse	GRCm39
chr3	-	107919571	107925289	ENSMUSG00000058135	Gstm1	false	mouse	GRCm39
chr3	-	107925610	107932565	ENSMUSG00000087357	Gm12498	false	mouse	GRCm39
chr3	-	107947724	107952210	ENSMUSG00000027890	Gstm4	false	mouse	GRCm39
chr3	-	107981378	107993967	ENSMUSG00000027889	Ampd2	false	mouse	GRCm39
chr3	+	107992900	107995327	ENSMUSG00000056411	Gm12500	false	mouse	GRCm39
chr3	+	108000105	108008748	ENSMUSG00000009108	Gnat2	false	mouse	GRCm39
chr3	-	108014596	108053473	ENSMUSG00000000001	Gnai3	false	mouse	GRCm39
chr3	+	108053465	108055153	ENSMUSG00000119942	Gm56785	false	mouse	GRCm39
chr3	-	108055637	108062198	ENSMUSG00000046793	Gpr61	false	mouse	GRCm39
chr3	+	108073759	108093223	ENSMUSG00000085318	Gm12524	false	mouse	GRCm39
chr3	+	108093644	108099602	ENSMUSG00000050947	Amigo1	false	mouse	GRCm39
chr3	-	108103003	108108528	ENSMUSG00000048796	Cyb561d1	false	mouse	GRCm39
chr3	+	108107923	108108560	ENSMUSG00000120830	Gm56801	false	mouse	GRCm39
chr3	-	108109538	108118250	ENSMUSG00000048997	Atxn7l2	false	mouse	GRCm39
chr3	-	108118788	108133989	ENSMUSG00000027887	Sypl2	false	mouse	GRCm39
chr3	+	108134103	108147563	ENSMUSG00000105961	Gm40123	false	mouse	GRCm39
chr3	-	108156225	108164301	ENSMUSG00000085102	1700010K24Rik	false	mouse	GRCm39
chr3	+	108164242	108187290	ENSMUSG00000068749	Psma5	false	mouse	GRCm39
chr3	-	108191214	108192159	ENSMUSG00000084863	Gm12523	false	mouse	GRCm39
chr3	+	108191398	108268827	ENSMUSG00000068747	Sort1	false	mouse	GRCm39
chr3	+	108268867	108269572	ENSMUSG00000078601	Gm12525	false	mouse	GRCm39
chr3	+	108272227	108287373	ENSMUSG00000068745	Mybphl	false	mouse	GRCm39
chr3	-	108286593	108291057	ENSMUSG00000074281	Gm12522	false	mouse	GRCm39
chr3	+	108291141	108295547	ENSMUSG00000068744	Psrc1	false	mouse	GRCm39
chr3	-	108298167	108323383	ENSMUSG00000068740	Celsr2	false	mouse	GRCm39
chr3	-	108332181	108352525	ENSMUSG00000068739	Sars	false	mouse	GRCm39
chr3	+	108351566	108352969	ENSMUSG00000120945	Gm56809	false	mouse	GRCm39
chr3	-	108363010	108443852	ENSMUSG00000040412	Elapor1	false	mouse	GRCm39
chr3	+	108441466	108452039	ENSMUSG00000027886	Cfap276	false	mouse	GRCm39
chr3	-	108463741	108469782	ENSMUSG00000068732	Tmem167b	false	mouse	GRCm39
chr3	+	108479014	108490538	ENSMUSG00000048100	Taf13	false	mouse	GRCm39
chr3	+	108498528	108553035	ENSMUSG00000040389	Wdr47	false	mouse	GRCm39
chr3	+	108561229	108586156	ENSMUSG00000027884	Clcc1	false	mouse	GRCm39
chr3	-	108585954	108629625	ENSMUSG00000027883	Gpsm2	false	mouse	GRCm39
chr3	+	108616224	108619969	ENSMUSG00000098800	Gm27244	false	mouse	GRCm39
chr3	+	108646974	108689625	ENSMUSG00000049565	Aknad1	false	mouse	GRCm39
chr3	-	108700492	108747842	ENSMUSG00000027882	Stxbp3	false	mouse	GRCm39
chr3	-	108760994	108797324	ENSMUSG00000045326	Fndc7	false	mouse	GRCm39
chr3	-	108810121	108819064	ENSMUSG00000027881	Prpf38b	false	mouse	GRCm39
chr3	+	108819146	108819679	ENSMUSG00000120917	Gm56806	false	mouse	GRCm39
chr3	-	108847189	108847762	ENSMUSG00000051638	Gm9857	false	mouse	GRCm39
chr3	+	108847375	108868090	ENSMUSG00000045662	Henmt1	false	mouse	GRCm39
chr3	-	108878313	108934923	ENSMUSG00000040339	Eeig2	false	mouse	GRCm39
chr3	+	108907340	108909410	ENSMUSG00000106108	Gm43221	false	mouse	GRCm39
chr3	-	108985906	108987730	ENSMUSG00000105638	4930408K08Rik	false	mouse	GRCm39
chr3	+	108987785	109024003	ENSMUSG00000027880	Slc25a54	false	mouse	GRCm39
chr3	-	109027849	109030211	ENSMUSG00000105139	Gm19391	false	mouse	GRCm39
chr3	+	109030465	109075773	ENSMUSG00000040322	Slc25a24	false	mouse	GRCm39
chr3	+	109247925	109593014	ENSMUSG00000033721	Vav3	false	mouse	GRCm39
chr3	-	109687356	110051327	ENSMUSG00000059857	Ntng1	false	mouse	GRCm39
chr3	-	110153425	110158314	ENSMUSG00000049300	Prmt6	false	mouse	GRCm39
chr3	+	110157331	110161022	ENSMUSG00000105509	C130013H08Rik	false	mouse	GRCm39
chr3	+	111789219	111989317	ENSMUSG00000104543	Gm6602	false	mouse	GRCm39
chr3	-	113154494	113166153	ENSMUSG00000074268	Amy2a5	false	mouse	GRCm39
chr3	-	113187159	113198765	ENSMUSG00000096770	Amy2a4	false	mouse	GRCm39
chr3	-	113219771	113231368	ENSMUSG00000093931	Amy2a3	false	mouse	GRCm39
chr3	-	113252371	113263974	ENSMUSG00000096569	Amy2a2	false	mouse	GRCm39
chr3	-	113323052	113326077	ENSMUSG00000070360	Amy2a1	false	mouse	GRCm39
chr3	-	113349359	113400348	ENSMUSG00000074264	Amy1	false	mouse	GRCm39
chr3	-	113398716	113423798	ENSMUSG00000027981	Rnpc3	false	mouse	GRCm39
chr3	+	113423488	113424327	ENSMUSG00000121018	C530020B09Rik	false	mouse	GRCm39
chr3	+	113824150	114014367	ENSMUSG00000027966	Col11a1	false	mouse	GRCm39
chr3	+	114697727	114919371	ENSMUSG00000027965	Olfm3	false	mouse	GRCm39
chr3	-	115430736	115435238	ENSMUSG00000120078	Gm40124	false	mouse	GRCm39
