srr	gse	species	platform	isoquant_cells	registry_positive_reference_transcripts	transcript_rows_enumerated	observed_run_transcript_detections	registry_recount_delta	registry_recount_match	observed_reference_transcript_detections	observed_isoquant_novel_transcript_detections	observed_other_transcript_detections	transcript_assigned_molecules	transcript_duplicate_headers_skipped	discovered_transcript_rows_enumerated	observed_discovered_run_transcript_detections	observed_discovered_reference_transcript_detections	observed_discovered_isoquant_novel_transcript_detections	observed_discovered_other_transcript_detections	discovered_transcript_assigned_molecules	discovered_duplicate_headers_skipped	gene_rows_enumerated	observed_run_gene_detections	gene_assigned_molecules	gene_duplicate_headers_skipped	transcript_counts_path	discovered_transcript_counts_path	gene_counts_path
SRR33369387	GSE295932	human	ONT	5968	41459	226005	41459	0	True	41459	0	0	11310903.0	0	53725	53547	29418	24129	0	10827855.0	0	38606	17989	19004054.0	0	data/isoquant/GSE295932/SRR33369387/SRR33369387/SRR33369387.transcript_counts.tsv	data/isoquant/GSE295932/SRR33369387/SRR33369387/SRR33369387.discovered_transcript_counts.tsv	data/isoquant/GSE295932/SRR33369387/SRR33369387/SRR33369387.gene_counts.tsv
SRR33369388	GSE295932	human	ONT	7382	9024	226005	9024	0	True	9024	0	0	470506.0	0	12026	11899	8118	3781	0	507936.0	0	38606	8616	777612.0	0	data/isoquant/GSE295932/SRR33369388/SRR33369388/SRR33369388.transcript_counts.tsv	data/isoquant/GSE295932/SRR33369388/SRR33369388/SRR33369388.discovered_transcript_counts.tsv	data/isoquant/GSE295932/SRR33369388/SRR33369388/SRR33369388.gene_counts.tsv
SRR34364189	GSE301658	human	ONT	3831	39632	226005	39632	0	True	39632	0	0	12881528.0	0	67926	67867	20287	47580	0	18571349.0	0	38606	18987	41208461.0	0	data/isoquant/GSE301658/SRR34364189/SRR34364189/SRR34364189.transcript_counts.tsv	data/isoquant/GSE301658/SRR34364189/SRR34364189/SRR34364189.discovered_transcript_counts.tsv	data/isoquant/GSE301658/SRR34364189/SRR34364189/SRR34364189.gene_counts.tsv
SRR30947478	GSE303762	human	ONT	66691	71210	226005	71210	0	True	71210	0	0	16426074.0	0	86633	86453	45629	40824	0	17264818.0	0	38606	26829	33198560.0	0	data/isoquant/GSE303762/SRR30947478/SRR30947478/SRR30947478.transcript_counts.tsv	data/isoquant/GSE303762/SRR30947478/SRR30947478/SRR30947478.discovered_transcript_counts.tsv	data/isoquant/GSE303762/SRR30947478/SRR30947478/SRR30947478.gene_counts.tsv
SRR30947479	GSE303762	human	ONT	5109	73714	226005	73714	0	True	73714	0	0	26220813.0	0	89128	88965	46860	42105	0	27487436.0	0	38606	26252	49262386.0	0	data/isoquant/GSE303762/SRR30947479/SRR30947479/SRR30947479.transcript_counts.tsv	data/isoquant/GSE303762/SRR30947479/SRR30947479/SRR30947479.discovered_transcript_counts.tsv	data/isoquant/GSE303762/SRR30947479/SRR30947479/SRR30947479.gene_counts.tsv
SRR35267327	GSE307660	human	ONT	3190	51372	226005	51372	0	True	51372	0	0	11657452.0	0	116748	116541	33201	83340	0	13312755.0	0	38606	19524	23614024.0	0	data/isoquant/GSE307660/SRR35267327/SRR35267327/SRR35267327.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267327/SRR35267327/SRR35267327.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267327/SRR35267327/SRR35267327.gene_counts.tsv
SRR35267328	GSE307660	human	ONT	6900	23246	226005	23246	0	True	23246	0	0	1160282.0	0	39358	39142	18583	20559	0	1615568.0	0	38606	15816	2444834.0	0	data/isoquant/GSE307660/SRR35267328/SRR35267328/SRR35267328.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267328/SRR35267328/SRR35267328.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267328/SRR35267328/SRR35267328.gene_counts.tsv
SRR35267329	GSE307660	human	ONT	4255	62291	226005	62291	0	True	62291	0	0	17383591.0	0	93180	93021	39208	53813	0	18135732.0	0	38606	20212	36238461.0	0	data/isoquant/GSE307660/SRR35267329/SRR35267329/SRR35267329.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267329/SRR35267329/SRR35267329.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267329/SRR35267329/SRR35267329.gene_counts.tsv
SRR35267330	GSE307660	human	ONT	2280	50271	226005	50271	0	True	50271	0	0	9772481.0	0	87893	87676	32358	55318	0	10578104.0	0	38606	19090	19554935.0	0	data/isoquant/GSE307660/SRR35267330/SRR35267330/SRR35267330.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267330/SRR35267330/SRR35267330.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267330/SRR35267330/SRR35267330.gene_counts.tsv
SRR35267331	GSE307660	human	ONT	2906	58368	226005	58368	0	True	58368	0	0	19414005.0	0	118783	118590	37977	80613	0	22698860.0	0	38606	20473	37722972.0	0	data/isoquant/GSE307660/SRR35267331/SRR35267331/SRR35267331.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267331/SRR35267331/SRR35267331.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267331/SRR35267331/SRR35267331.gene_counts.tsv
SRR35267332	GSE307660	human	ONT	3211	58898	226005	58898	0	True	58898	0	0	15032000.0	0	75732	75580	38288	37292	0	15673321.0	0	38606	22290	27148304.0	0	data/isoquant/GSE307660/SRR35267332/SRR35267332/SRR35267332.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267332/SRR35267332/SRR35267332.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267332/SRR35267332/SRR35267332.gene_counts.tsv
SRR35267333	GSE307660	human	ONT	3932	56495	452010	56495	0	True	56495	0	0	20416994.0	1	107706	107559	34642	72917	0	12163460.0	0	77212	20002	47656562.0	1	data/isoquant/GSE307660/SRR35267333/SRR35267333/SRR35267333.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267333/SRR35267333/SRR35267333.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267333/SRR35267333/SRR35267333.gene_counts.tsv
SRR35267334	GSE307660	human	ONT	4885	57537	226005	57537	0	True	57537	0	0	22388169.0	0	71135	70952	36783	34169	0	28844707.0	0	38606	22452	42077736.0	0	data/isoquant/GSE307660/SRR35267334/SRR35267334/SRR35267334.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267334/SRR35267334/SRR35267334.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267334/SRR35267334/SRR35267334.gene_counts.tsv
SRR35267335	GSE307660	human	ONT	2890	38944	452010	38944	0	True	38944	0	0	51618492.0	1	61108	60909	26781	34128	0	37447369.0	0	77212	19687	91038088.0	1	data/isoquant/GSE307660/SRR35267335/SRR35267335/SRR35267335.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267335/SRR35267335/SRR35267335.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267335/SRR35267335/SRR35267335.gene_counts.tsv
SRR35267336	GSE307660	human	ONT	1232	36397	226005	36397	0	True	36397	0	0	20693360.0	0	77166	76903	26288	50615	0	30645621.0	0	38606	18997	37482742.0	0	data/isoquant/GSE307660/SRR35267336/SRR35267336/SRR35267336.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267336/SRR35267336/SRR35267336.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267336/SRR35267336/SRR35267336.gene_counts.tsv
SRR35267337	GSE307660	human	ONT	1005	35659	226005	35659	0	True	35659	0	0	13733230.0	0	77707	77492	25353	52139	0	19793864.0	0	38606	18721	25661781.0	0	data/isoquant/GSE307660/SRR35267337/SRR35267337/SRR35267337.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267337/SRR35267337/SRR35267337.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267337/SRR35267337/SRR35267337.gene_counts.tsv
SRR35267338	GSE307660	human	ONT	5339	53089	226005	53089	0	True	53089	0	0	17212508.0	0	117579	117400	33872	83528	0	19055639.0	0	38606	19654	35608134.0	0	data/isoquant/GSE307660/SRR35267338/SRR35267338/SRR35267338.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267338/SRR35267338/SRR35267338.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267338/SRR35267338/SRR35267338.gene_counts.tsv
SRR35267339	GSE307660	human	ONT	8842	47009	226005	47009	0	True	47009	0	0	3845991.0	0	60329	60129	30802	29327	0	4272878.0	0	38606	20779	8334448.0	0	data/isoquant/GSE307660/SRR35267339/SRR35267339/SRR35267339.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267339/SRR35267339/SRR35267339.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267339/SRR35267339/SRR35267339.gene_counts.tsv
SRR35267340	GSE307660	human	ONT	3075	45680	226005	45680	0	True	45680	0	0	9772975.0	0	99845	99611	30119	69492	0	10764739.0	0	38606	18571	20096452.0	0	data/isoquant/GSE307660/SRR35267340/SRR35267340/SRR35267340.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267340/SRR35267340/SRR35267340.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267340/SRR35267340/SRR35267340.gene_counts.tsv
SRR35267341	GSE307660	human	ONT	3540	48544	226005	48544	0	True	48544	0	0	11146272.0	0	98167	97970	31456	66514	0	12302902.0	0	38606	18648	22484817.0	0	data/isoquant/GSE307660/SRR35267341/SRR35267341/SRR35267341.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267341/SRR35267341/SRR35267341.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267341/SRR35267341/SRR35267341.gene_counts.tsv
SRR35267342	GSE307660	human	ONT	2481	50409	226005	50409	0	True	50409	0	0	14359974.0	0	106583	106354	33342	73012	0	16203486.0	0	38606	18961	27662222.0	0	data/isoquant/GSE307660/SRR35267342/SRR35267342/SRR35267342.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267342/SRR35267342/SRR35267342.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267342/SRR35267342/SRR35267342.gene_counts.tsv
SRR35267343	GSE307660	human	ONT	2287	51349	226005	51349	0	True	51349	0	0	13696838.0	0	110788	110583	33852	76731	0	14955418.0	0	38606	19616	27214624.0	0	data/isoquant/GSE307660/SRR35267343/SRR35267343/SRR35267343.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267343/SRR35267343/SRR35267343.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267343/SRR35267343/SRR35267343.gene_counts.tsv
SRR35267344	GSE307660	human	ONT	4020	51869	226005	51869	0	True	51869	0	0	11139066.0	0	94850	94659	33633	61026	0	11639005.0	0	38606	19360	21284962.0	0	data/isoquant/GSE307660/SRR35267344/SRR35267344/SRR35267344.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267344/SRR35267344/SRR35267344.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267344/SRR35267344/SRR35267344.gene_counts.tsv
SRR35267345	GSE307660	human	ONT	2137	48968	226005	48968	0	True	48968	0	0	19197216.0	0	102888	102681	32539	70142	0	20211260.0	0	38606	19021	33887848.0	0	data/isoquant/GSE307660/SRR35267345/SRR35267345/SRR35267345.transcript_counts.tsv	data/isoquant/GSE307660/SRR35267345/SRR35267345/SRR35267345.discovered_transcript_counts.tsv	data/isoquant/GSE307660/SRR35267345/SRR35267345/SRR35267345.gene_counts.tsv
SRR36480452	GSE314176	mouse	PacBio	14400	60686	125556	60686	0	True	60686	0	0	12518766.0	0	264763	264630	38257	226373	0	25986459.0	0	33696	21754	33638485.0	0	data/isoquant_pacbio/GSE314059/SRR36480452/SRR36480452.transcript_counts.tsv	data/isoquant_pacbio/GSE314059/SRR36480452/SRR36480452.discovered_transcript_counts.tsv	data/isoquant_pacbio/GSE314059/SRR36480452/SRR36480452.gene_counts.tsv
SRR36480453	GSE314176	mouse	PacBio	12730	61170	125556	61170	0	True	61170	0	0	14494856.0	0	271257	271126	38991	232135	0	28701870.0	0	33696	21876	38130417.0	0	data/isoquant_pacbio/GSE314059/SRR36480453/SRR36480453.transcript_counts.tsv	data/isoquant_pacbio/GSE314059/SRR36480453/SRR36480453.discovered_transcript_counts.tsv	data/isoquant_pacbio/GSE314059/SRR36480453/SRR36480453.gene_counts.tsv
SRR36480454	GSE314176	mouse	PacBio	4094	8435	125556	8435	0	True	8435	0	0	3119375.0	0	43018	43004	5432	37572	0	3739488.0	0	33696	3070	6924103.0	0	data/isoquant_pacbio/GSE314059/SRR36480454/SRR36480454.transcript_counts.tsv	data/isoquant_pacbio/GSE314059/SRR36480454/SRR36480454.discovered_transcript_counts.tsv	data/isoquant_pacbio/GSE314059/SRR36480454/SRR36480454.gene_counts.tsv
E6.5	OWN_ASE_scONT	mouse	ONT	8908	52660	125556	52660	0	True	52660	0	0	89803199.0	0	68414	68335	36011	32324	0	90321968.0	0	33696	21492	149656004.0	0	data/isoquant/OWN_ASE_scONT/E6.5/E6.5/E6.5.transcript_counts.tsv	data/isoquant/OWN_ASE_scONT/E6.5/E6.5/E6.5.discovered_transcript_counts.tsv	data/isoquant/OWN_ASE_scONT/E6.5/E6.5/E6.5.gene_counts.tsv
E7.5	OWN_ASE_scONT	mouse	ONT	8125	52575	125556	52575	0	True	52575	0	0	90377166.0	0	71655	71576	36110	35466	0	89461092.0	0	33696	21491	151801487.0	0	data/isoquant/OWN_ASE_scONT/E7.5/E7.5/E7.5.transcript_counts.tsv	data/isoquant/OWN_ASE_scONT/E7.5/E7.5/E7.5.discovered_transcript_counts.tsv	data/isoquant/OWN_ASE_scONT/E7.5/E7.5/E7.5.gene_counts.tsv
E8.5	OWN_ASE_scONT	mouse	ONT	10363	51693	125556	51693	0	True	51693	0	0	96119786.0	0	71584	71512	36587	34925	0	94447497.0	0	33696	21229	155623757.0	0	data/isoquant/OWN_ASE_scONT/E8.5/E8.5/E8.5.transcript_counts.tsv	data/isoquant/OWN_ASE_scONT/E8.5/E8.5/E8.5.discovered_transcript_counts.tsv	data/isoquant/OWN_ASE_scONT/E8.5/E8.5/E8.5.gene_counts.tsv
FJ_E6.5	OWN_ASE_scONT	mouse	ONT	10000	52557	125556	52557	0	True	52557	0	0	97732336.0	0	69017	68949	35667	33282	0	100694870.0	0	33696	21251	165548678.0	0	data/isoquant/OWN_ASE_scONT/FJ_E6.5/FJ_E6.5/FJ_E6.5.transcript_counts.tsv	data/isoquant/OWN_ASE_scONT/FJ_E6.5/FJ_E6.5/FJ_E6.5.discovered_transcript_counts.tsv	data/isoquant/OWN_ASE_scONT/FJ_E6.5/FJ_E6.5/FJ_E6.5.gene_counts.tsv
FJ_E7.5	OWN_ASE_scONT	mouse	ONT	13621	56288	125556	56288	0	True	56288	0	0	89806952.0	0	70112	70043	38260	31783	0	94414588.0	0	33696	22330	149903373.0	0	data/isoquant/OWN_ASE_scONT/FJ_E7.5/FJ_E7.5/FJ_E7.5.transcript_counts.tsv	data/isoquant/OWN_ASE_scONT/FJ_E7.5/FJ_E7.5/FJ_E7.5.discovered_transcript_counts.tsv	data/isoquant/OWN_ASE_scONT/FJ_E7.5/FJ_E7.5/FJ_E7.5.gene_counts.tsv
FJ_E8.5	OWN_ASE_scONT	mouse	ONT	17400	57598	125556	57598	0	True	57598	0	0	94700875.0	0	83712	83644	39323	44321	0	102120440.0	0	33696	22958	158570987.0	0	data/isoquant/OWN_ASE_scONT/FJ_E8.5/FJ_E8.5/FJ_E8.5.transcript_counts.tsv	data/isoquant/OWN_ASE_scONT/FJ_E8.5/FJ_E8.5/FJ_E8.5.discovered_transcript_counts.tsv	data/isoquant/OWN_ASE_scONT/FJ_E8.5/FJ_E8.5/FJ_E8.5.gene_counts.tsv
A1	benagen_human_ovary	human	ONT	12650	47671	226005	47671	0	True	47671	0	0	4650422.0	0	58462	58237	33059	25178	0	4832057.0	0	38606	21253	9334986.0	0	data/isoquant/benagen_human_ovary/A1/A1.transcript_counts.tsv	data/isoquant/benagen_human_ovary/A1/A1.discovered_transcript_counts.tsv	data/isoquant/benagen_human_ovary/A1/A1.gene_counts.tsv
Y1	benagen_human_ovary	human	ONT	16271	47065	226005	47065	0	True	47065	0	0	3707970.0	0	59057	58873	32750	26123	0	3985158.0	0	38606	21431	7876080.0	0	data/isoquant/benagen_human_ovary/Y1/Y1.transcript_counts.tsv	data/isoquant/benagen_human_ovary/Y1/Y1.discovered_transcript_counts.tsv	data/isoquant/benagen_human_ovary/Y1/Y1.gene_counts.tsv
benagen_ovary_Young2_ONT	benagen_human_ovary	human	ONT	16576	40556	226005	40556	0	True	40556	0	0	1870650.0	0	58503	58313	27734	30579	0	2522207.0	0	38606	20516	5176710.0	0	data/isoquant/benagen_human_ovary/Young2/Young2.transcript_counts.tsv	data/isoquant/benagen_human_ovary/Young2/Young2.discovered_transcript_counts.tsv	data/isoquant/benagen_human_ovary/Young2/Young2.gene_counts.tsv
