srr	gse	size_gb	platform	verified	kit	species	pipeline	status	cells	host	updated_at	dl_key	in_scthread_current	ena_platform	ena_assay	isoquant_status	isoquant_cells	isoquant_transcripts	isoquant_path	isoquant_route	isoquant_barcodes_raw	isoquant_cells_method	species_metadata_source	gsm	gsm_mapping_source	gse_metadata_check	ena_experiment_accession	biosample_accession	ena_sample_accession	ena_study_accession	ena_secondary_study_accession	ena_scientific_name	ena_tax_id	ena_sample_title	ena_experiment_title	ena_instrument_model	ena_library_name	ena_library_strategy	ena_library_source	ena_library_selection	ena_library_layout	geo_title	geo_source_name	geo_organism	geo_characteristics	geo_molecule	geo_description	metadata_status	metadata_conflicts	anchor_status	annotation_status	annotation_method	annotation_cells	annotation_scope	annotation_source	annotation_reproduce	annotation_ref
SRR26622713	GSE246705	0.41	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875068	GEO_SRX_RELATION	MATCH	SRX22323602	SAMN38053467	SRS19374171	PRJNA1034151	SRP469534	Mus musculus	10090	mouse12, F, cerebellum	GridION sequencing: GSM7875068: mouse12, F, cerebellum Mus musculus RNA-Seq	GridION	GSM7875068	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse12, F, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse12 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622714	GSE246705	0.22	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875067	GEO_SRX_RELATION	MATCH	SRX22323601	SAMN38053468	SRS19374172	PRJNA1034151	SRP469534	Mus musculus	10090	mouse12, F, cortex	GridION sequencing: GSM7875067: mouse12, F, cortex Mus musculus RNA-Seq	GridION	GSM7875067	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse12, F, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse12 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622715	GSE246705	0.23	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875067	GEO_SRX_RELATION	MATCH	SRX22323601	SAMN38053468	SRS19374172	PRJNA1034151	SRP469534	Mus musculus	10090	mouse12, F, cortex	GridION sequencing: GSM7875067: mouse12, F, cortex Mus musculus RNA-Seq	GridION	GSM7875067	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse12, F, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse12 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622716	GSE246705	0.20	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875067	GEO_SRX_RELATION	MATCH	SRX22323601	SAMN38053468	SRS19374172	PRJNA1034151	SRP469534	Mus musculus	10090	mouse12, F, cortex	GridION sequencing: GSM7875067: mouse12, F, cortex Mus musculus RNA-Seq	GridION	GSM7875067	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse12, F, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse12 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622717	GSE246705	0.27	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875067	GEO_SRX_RELATION	MATCH	SRX22323601	SAMN38053468	SRS19374172	PRJNA1034151	SRP469534	Mus musculus	10090	mouse12, F, cortex	GridION sequencing: GSM7875067: mouse12, F, cortex Mus musculus RNA-Seq	GridION	GSM7875067	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse12, F, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse12 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622718	GSE246705	0.14	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875067	GEO_SRX_RELATION	MATCH	SRX22323601	SAMN38053468	SRS19374172	PRJNA1034151	SRP469534	Mus musculus	10090	mouse12, F, cortex	GridION sequencing: GSM7875067: mouse12, F, cortex Mus musculus RNA-Seq	GridION	GSM7875067	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse12, F, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse12 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622719	GSE246705	0.27	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875067	GEO_SRX_RELATION	MATCH	SRX22323601	SAMN38053468	SRS19374172	PRJNA1034151	SRP469534	Mus musculus	10090	mouse12, F, cortex	GridION sequencing: GSM7875067: mouse12, F, cortex Mus musculus RNA-Seq	GridION	GSM7875067	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse12, F, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse12 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622720	GSE246705	1.33	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875067	GEO_SRX_RELATION	MATCH	SRX22323601	SAMN38053468	SRS19374172	PRJNA1034151	SRP469534	Mus musculus	10090	mouse12, F, cortex	GridION sequencing: GSM7875067: mouse12, F, cortex Mus musculus RNA-Seq	GridION	GSM7875067	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse12, F, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse12 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622721	GSE246705	0.16	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875065	GEO_SRX_RELATION	MATCH	SRX22323600	SAMN38053470	SRS19374170	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, hippocampus	GridION sequencing: GSM7875065: mouse03, M, hippocampus Mus musculus RNA-Seq	GridION	GSM7875065	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, hippocampus	hippocampus	Mus musculus	tissue: hippocampus || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622722	GSE246705	0.23	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875065	GEO_SRX_RELATION	MATCH	SRX22323600	SAMN38053470	SRS19374170	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, hippocampus	GridION sequencing: GSM7875065: mouse03, M, hippocampus Mus musculus RNA-Seq	GridION	GSM7875065	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, hippocampus	hippocampus	Mus musculus	tissue: hippocampus || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622723	GSE246705	0.09	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875065	GEO_SRX_RELATION	MATCH	SRX22323600	SAMN38053470	SRS19374170	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, hippocampus	GridION sequencing: GSM7875065: mouse03, M, hippocampus Mus musculus RNA-Seq	GridION	GSM7875065	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, hippocampus	hippocampus	Mus musculus	tissue: hippocampus || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622724	GSE246705	0.15	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875065	GEO_SRX_RELATION	MATCH	SRX22323600	SAMN38053470	SRS19374170	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, hippocampus	GridION sequencing: GSM7875065: mouse03, M, hippocampus Mus musculus RNA-Seq	GridION	GSM7875065	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, hippocampus	hippocampus	Mus musculus	tissue: hippocampus || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622725	GSE246705	0.14	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875065	GEO_SRX_RELATION	MATCH	SRX22323600	SAMN38053470	SRS19374170	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, hippocampus	GridION sequencing: GSM7875065: mouse03, M, hippocampus Mus musculus RNA-Seq	GridION	GSM7875065	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, hippocampus	hippocampus	Mus musculus	tissue: hippocampus || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622726	GSE246705	0.12	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875065	GEO_SRX_RELATION	MATCH	SRX22323600	SAMN38053470	SRS19374170	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, hippocampus	GridION sequencing: GSM7875065: mouse03, M, hippocampus Mus musculus RNA-Seq	GridION	GSM7875065	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, hippocampus	hippocampus	Mus musculus	tissue: hippocampus || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622727	GSE246705	0.11	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875064	GEO_SRX_RELATION	MATCH	SRX22323599	SAMN38053471	SRS19374169	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, cerebellum	GridION sequencing: GSM7875064: mouse03, M, cerebellum Mus musculus RNA-Seq	GridION	GSM7875064	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622728	GSE246705	0.15	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875064	GEO_SRX_RELATION	MATCH	SRX22323599	SAMN38053471	SRS19374169	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, cerebellum	GridION sequencing: GSM7875064: mouse03, M, cerebellum Mus musculus RNA-Seq	GridION	GSM7875064	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622729	GSE246705	0.05	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875064	GEO_SRX_RELATION	MATCH	SRX22323599	SAMN38053471	SRS19374169	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, cerebellum	GridION sequencing: GSM7875064: mouse03, M, cerebellum Mus musculus RNA-Seq	GridION	GSM7875064	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622730	GSE246705	0.09	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875064	GEO_SRX_RELATION	MATCH	SRX22323599	SAMN38053471	SRS19374169	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, cerebellum	GridION sequencing: GSM7875064: mouse03, M, cerebellum Mus musculus RNA-Seq	GridION	GSM7875064	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622731	GSE246705	0.09	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875064	GEO_SRX_RELATION	MATCH	SRX22323599	SAMN38053471	SRS19374169	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, cerebellum	GridION sequencing: GSM7875064: mouse03, M, cerebellum Mus musculus RNA-Seq	GridION	GSM7875064	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622732	GSE246705	0.07	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875064	GEO_SRX_RELATION	MATCH	SRX22323599	SAMN38053471	SRS19374169	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, cerebellum	GridION sequencing: GSM7875064: mouse03, M, cerebellum Mus musculus RNA-Seq	GridION	GSM7875064	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622733	GSE246705	0.14	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875063	GEO_SRX_RELATION	MATCH	SRX22323598	SAMN38053472	SRS19374168	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, cortex	GridION sequencing: GSM7875063: mouse03, M, cortex Mus musculus RNA-Seq	GridION	GSM7875063	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622734	GSE246705	0.17	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875063	GEO_SRX_RELATION	MATCH	SRX22323598	SAMN38053472	SRS19374168	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, cortex	GridION sequencing: GSM7875063: mouse03, M, cortex Mus musculus RNA-Seq	GridION	GSM7875063	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622735	GSE246705	0.07	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875063	GEO_SRX_RELATION	MATCH	SRX22323598	SAMN38053472	SRS19374168	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, cortex	GridION sequencing: GSM7875063: mouse03, M, cortex Mus musculus RNA-Seq	GridION	GSM7875063	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622736	GSE246705	0.11	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875063	GEO_SRX_RELATION	MATCH	SRX22323598	SAMN38053472	SRS19374168	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, cortex	GridION sequencing: GSM7875063: mouse03, M, cortex Mus musculus RNA-Seq	GridION	GSM7875063	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622737	GSE246705	0.11	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875063	GEO_SRX_RELATION	MATCH	SRX22323598	SAMN38053472	SRS19374168	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, cortex	GridION sequencing: GSM7875063: mouse03, M, cortex Mus musculus RNA-Seq	GridION	GSM7875063	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622738	GSE246705	0.09	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875063	GEO_SRX_RELATION	MATCH	SRX22323598	SAMN38053472	SRS19374168	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, cortex	GridION sequencing: GSM7875063: mouse03, M, cortex Mus musculus RNA-Seq	GridION	GSM7875063	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622739	GSE246705	0.69	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875063	GEO_SRX_RELATION	MATCH	SRX22323598	SAMN38053472	SRS19374168	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, cortex	GridION sequencing: GSM7875063: mouse03, M, cortex Mus musculus RNA-Seq	GridION	GSM7875063	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622740	GSE246705	0.56	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875064	GEO_SRX_RELATION	MATCH	SRX22323599	SAMN38053471	SRS19374169	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, cerebellum	GridION sequencing: GSM7875064: mouse03, M, cerebellum Mus musculus RNA-Seq	GridION	GSM7875064	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622741	GSE246705	0.88	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875065	GEO_SRX_RELATION	MATCH	SRX22323600	SAMN38053470	SRS19374170	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, hippocampus	GridION sequencing: GSM7875065: mouse03, M, hippocampus Mus musculus RNA-Seq	GridION	GSM7875065	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, hippocampus	hippocampus	Mus musculus	tissue: hippocampus || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622742	GSE246705	0.84	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875066	GEO_SRX_RELATION	MATCH	SRX22323603	SAMN38053469	SRS19374173	PRJNA1034151	SRP469534	Mus musculus	10090	mouse03, M, striatum	GridION sequencing: GSM7875066: mouse03, M, striatum Mus musculus RNA-Seq	GridION	GSM7875066	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse03, M, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse03 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622743	GSE246705	0.16	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875086	GEO_SRX_RELATION	MATCH	SRX22323597	SAMN38053449	SRS19374166	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, striatum	GridION sequencing: GSM7875086: mouse10, F, striatum Mus musculus RNA-Seq	GridION	GSM7875086	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622744	GSE246705	0.13	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875086	GEO_SRX_RELATION	MATCH	SRX22323597	SAMN38053449	SRS19374166	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, striatum	GridION sequencing: GSM7875086: mouse10, F, striatum Mus musculus RNA-Seq	GridION	GSM7875086	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622745	GSE246705	0.10	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875086	GEO_SRX_RELATION	MATCH	SRX22323597	SAMN38053449	SRS19374166	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, striatum	GridION sequencing: GSM7875086: mouse10, F, striatum Mus musculus RNA-Seq	GridION	GSM7875086	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622746	GSE246705	0.15	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875086	GEO_SRX_RELATION	MATCH	SRX22323597	SAMN38053449	SRS19374166	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, striatum	GridION sequencing: GSM7875086: mouse10, F, striatum Mus musculus RNA-Seq	GridION	GSM7875086	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622747	GSE246705	0.08	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875086	GEO_SRX_RELATION	MATCH	SRX22323597	SAMN38053449	SRS19374166	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, striatum	GridION sequencing: GSM7875086: mouse10, F, striatum Mus musculus RNA-Seq	GridION	GSM7875086	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622748	GSE246705	0.13	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875086	GEO_SRX_RELATION	MATCH	SRX22323597	SAMN38053449	SRS19374166	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, striatum	GridION sequencing: GSM7875086: mouse10, F, striatum Mus musculus RNA-Seq	GridION	GSM7875086	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
